Product_ID,Product_Name,Brand,Unit_Size,Category,Sub_Category,MRP_Rs,Wholesale_Rs,Vendor_Name,Contact_Person,Phone,Email,Address_Biratnagar,MOQ,Stock_Status
PC043,Cotton Buds,Soft,100 pcs,Personal Care,Hygiene,25,21,Hygiene Products,Laxman Thapa,+977-9878901234,hygiene@gmail.com,Market Zone,120 packs,In Stock
PC044,Razor Disposable,Sharp,5 pcs,Personal Care,Shaving,45,38,Beauty Products Nepal,Ramesh Gupta,+977-9801234567,beauty@gmail.com,Beauty Market,70 packs,In Stock
PC045,Shaving Cream,Smooth,100g,Personal Care,Shaving,75,65,Beauty Products Nepal,Ramesh Gupta,+977-9801234567,beauty@gmail.com,Beauty Market,55 tubes,In Stock
PC046,After Shave Lotion,Cool,100ml,Personal Care,Shaving,95,82,Premium Care,Anita Basnet,+977-9834567890,premium@email.com,Premium Zone,50 bottles,In Stock
PC047,Lipstick,Matte,3.5g,Personal Care,Makeup,180,155,Cosmetic House,Maya Sharma,+977-9823456789,cosmetic@email.com,Cosmetic Zone,40 pcs,In Stock
PC048,Lip Gloss,Shine,10ml,Personal Care,Makeup,120,105,Cosmetic House,Maya Sharma,+977-9823456789,cosmetic@email.com,Cosmetic Zone,50 tubes,In Stock
PC049,Kajal,Black,2.5g,Personal Care,Makeup,85,74,Cosmetic House,Maya Sharma,+977-9823456789,cosmetic@email.com,Cosmetic Zone,65 pcs,In Stock
PC050,Nail Polish,Glossy,10ml,Personal Care,Makeup,65,56,Cosmetic House,Maya Sharma,+977-9823456789,cosmetic@email.com,Cosmetic Zone,80 bottles,In Stock
PC051,Face Powder,Compact,20g,Personal Care,Makeup,220,195,Cosmetic House,Maya Sharma,+977-9823456789,cosmetic@email.com,Cosmetic Zone,45 compacts,In Stock
PC052,Foundation,Liquid,30ml,Personal Care,Makeup,350,315,Premium Care,Anita Basnet,+977-9834567890,premium@email.com,Premium Zone,35 bottles,In Stock
PC053,Mascara,Volume,10ml,Personal Care,Makeup,180,155,Cosmetic House,Maya Sharma,+977-9823456789,cosmetic@email.com,Cosmetic Zone,50 tubes,In Stock
PC054,Eyeliner,Black,3ml,Personal Care,Makeup,95,82,Cosmetic House,Maya Sharma,+977-9823456789,cosmetic@email.com,Cosmetic Zone,60 pcs,In Stock
PC055,Hair Removal Cream,Gentle,60g,Personal Care,Hair Removal,120,105,Beauty Products Nepal,Ramesh Gupta,+977-9801234567,beauty@gmail.com,Beauty Market,50 tubes,In Stock
PC056,Face Pack,Glow,100g,Personal Care,Skin Care,150,130,Ayurvedic Products,Binod Jha,+977-9845678901,ayurvedic@gmail.com,Ayurvedic Market,45 packs,In Stock
PC057,Hair Dye,Natural Black,60ml,Personal Care,Hair Care,180,155,Beauty Products Nepal,Ramesh Gupta,+977-9801234567,beauty@gmail.com,Beauty Market,40 boxes,In Stock
PC058,Nail Cutter,Stainless,1pc,Personal Care,Grooming,45,38,Beauty Products Nepal,Ramesh Gupta,+977-9801234567,beauty@gmail.com,Beauty Market,100 pcs,In Stock
PC059,Hair Comb,Wooden,1pc,Personal Care,Grooming,35,30,Beauty Products Nepal,Ramesh Gupta,+977-9801234567,beauty@gmail.com,Beauty Market,120 pcs,In Stock
PC060,Hair Brush,Premium,1pc,Personal Care,Grooming,95,82,Beauty Products Nepal,Ramesh Gupta,+977-9801234567,beauty@gmail.com,Beauty Market,60 pcs,In Stock
PC061,Mirror Compact,Pocket,1pc,Personal Care,Grooming,65,56,Beauty Products Nepal,Ramesh Gupta,+977-9801234567,beauty@gmail.com,Beauty Market,70 pcs,In Stock
PC062,Makeup Remover,Gentle,150ml,Personal Care,Makeup,140,122,Cosmetic House,Maya Sharma,+977-9823456789,cosmetic@email.com,Cosmetic Zone,50 bottles,In Stock
