Product_ID,Product_Name,Brand,Unit_Size,Category,Sub_Category,MRP_Rs,Wholesale_Rs,Vendor_Name,Contact_Person,Phone,Email,Address_Biratnagar,MOQ,Stock_Status
AG033,Garden Sprayer,Hand Pump,2L,Agricultural,Irrigation,650,585,Koshi Agro Products,Santosh Karki,+977-9812345680,agro@gmail.com,Agricultural Zone,22 pcs,In Stock
AG034,Drip Irrigation Kit,50m,1 set,Agricultural,Irrigation,1850,1665,Koshi Agro Products,Santosh Karki,+977-9812345680,agro@gmail.com,Agricultural Zone,12 sets,In Stock
AG035,Garden Hose Pipe,20m,1pc,Agricultural,Irrigation,850,765,Koshi Agro Products,Santosh Karki,+977-9812345680,agro@gmail.com,Agricultural Zone,18 pcs,In Stock
AG036,Plant Pots,Plastic Medium,Set of 5,Agricultural,Pots & Containers,280,250,Garden  Supplies,Laxmi Rai,+977-9856789024,garden@gmail.com,Garden Market,40 sets,In Stock
AG037,Plant Pots,Ceramic Large,1pc,Agricultural,Pots & Containers,650,585,Garden Supplies,Laxmi Rai,+977-9856789024,garden@gmail.com,Garden Market,25 pcs,In Stock
AG038,Seedling Tray,50 Cells,1pc,Agricultural,Pots & Containers,180,155,Koshi Agro Products,Santosh Karki,+977-9812345680,agro@gmail.com,Agricultural Zone,35 pcs,In Stock
AG039,Grow Bags,5 Gallon,Pack of 5,Agricultural,Pots & Containers,220,195,Koshi Agro Products,Santosh Karki,+977-9812345680,agro@gmail.com,Agricultural Zone,38 packs,In Stock
AG040,Potting Soil,Ready Mix,5kg,Agricultural,Soil & Compost,220,195,Koshi Agro Products,Santosh Karki,+977-9812345680,agro@gmail.com,Agricultural Zone,50 kg,In Stock
AG041,Coco Peat,Compressed,5kg,Agricultural,Soil & Compost,280,250,Koshi Agro Products,Santosh Karki,+977-9812345680,agro@gmail.com,Agricultural Zone,40 kg,In Stock
AG042,Perlite,Soil Amendment,1kg,Agricultural,Soil & Compost,180,155,Garden Supplies,Laxmi Rai,+977-9856789024,garden@gmail.com,Garden Market,30 kg,In Stock
AG043,Mulch,Organic,5kg,Agricultural,Soil & Compost,150,130,Koshi Agro Products,Santosh Karki,+977-9812345680,agro@gmail.com,Agricultural Zone,60 kg,In Stock
AG044,Fresh Tomatoes,Local,1kg,Agricultural,Fresh Produce,65,55,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,200 kg,In Stock
AG045,Fresh Potatoes,Local,1kg,Agricultural,Fresh Produce,45,38,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,300 kg,In Stock
AG046,Fresh Onions,Red,1kg,Agricultural,Fresh Produce,55,48,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,250 kg,In Stock
AG047,Fresh Cabbage,Green,1pc,Agricultural,Fresh Produce,40,34,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,150 pcs,In Stock
AG048,Fresh Cauliflower,White,1pc,Agricultural,Fresh Produce,50,43,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,130 pcs,In Stock
AG049,Fresh Carrots,Orange,1kg,Agricultural,Fresh Produce,70,62,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,180 kg,In Stock
AG050,Fresh Spinach,Green,1 bunch,Agricultural,Fresh Produce,30,25,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,200 bunches,In Stock
AG051,Fresh Coriander,Green,1 bunch,Agricultural,Fresh Produce,25,21,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,220 bunches,In Stock
AG052,Fresh Mint,Green,1 bunch,Agricultural,Fresh Produce,20,17,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,230 bunches,In Stock
AG053,Fresh Ginger,Local,250g,Agricultural,Fresh Produce,85,74,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,120 packs,In Stock
AG054,Fresh Garlic,Local,250g,Agricultural,Fresh Produce,95,82,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,110 packs,In Stock
AG055,Fresh Green Chilli,Spicy,250g,Agricultural,Fresh Produce,45,38,Fresh Farm Produce,Ganesh Tharu,+977-9867890130,fresh@gmail.com,Vegetable Market,160 packs,In Stock
